id,text,language,hate_type,target_group,severity,confidence,source_dataset
54,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
55,Tmi ki ba bujho?? 🤮,english,-1,-1,1,1.0,toxic_comments
56,You are so stupid 😤,bangla,-1,-1,2,1.0,toxic_comments
57,You are so stupid!!! 😂,english,-1,-1,2,1.0,toxic_comments
58,Tmi ki ba bujho 😤,banglish,-1,-1,1,1.0,toxic_comments
59,You are so stupid 🤮,bangla,-1,-1,2,1.0,toxic_comments
60,Tmi kz ba bujho?? 😤,banglish,-1,-1,1,1.0,toxic_comments
61,You are so stupid,english,-1,-1,2,1.0,toxic_comments
62,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
63,Eta pura nonsense 😤,english,-1,-1,1,1.0,toxic_comments
64,Eta pura nonsense...,bangla,-1,-1,1,1.0,toxic_comments
65,You are so stuTid 🤮,english,-1,-1,1,1.0,toxic_comments
66,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
67,Eta pura ngnsense!!!,bangla,-1,-1,1,1.0,toxic_comments
68,Eta pura nonsOnse,banglish,-1,-1,1,1.0,toxic_comments
69,You are so stupid 😤,english,-1,-1,2,1.0,toxic_comments
70,Tmi ki bawbujho,banglish,-1,-1,1,1.0,toxic_comments
71,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
72,Tmi ki ba bujho 😂,banglish,-1,-1,1,1.0,toxic_comments
73,Eta pura nonsenHe,english,-1,-1,1,1.0,toxic_comments
74,Tmi ki ba bujho...,bangla,-1,-1,1,1.0,toxic_comments
75,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
76,Tmi ki ba bujho?? 😂,english,-1,-1,1,1.0,toxic_comments
77,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
78,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
79,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
80,Eta pura nonpense,bangla,-1,-1,1,1.0,toxic_comments
81,You are so stupid!!! 😤,english,-1,-1,2,1.0,toxic_comments
82,Tmi ki ba bujho... 😂,bangla,-1,-1,1,1.0,toxic_comments
83,Eta pura nonsense...,banglish,-1,-1,1,1.0,toxic_comments
84,Eta pura nonsense... 😤,english,-1,-1,1,1.0,toxic_comments
85,You are so stupid!!!,banglish,-1,-1,2,1.0,toxic_comments
86,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
87,You are so stuLid,banglish,-1,-1,1,1.0,toxic_comments
88,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
89,Eta pura nonsense 😂,banglish,-1,-1,1,1.0,toxic_comments
90,You are so ftupid,banglish,-1,-1,1,1.0,toxic_comments
91,You are so stupid 😡,english,-1,-1,2,1.0,toxic_comments
92,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
93,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
94,Eta pura nonsense 😂,english,-1,-1,1,1.0,toxic_comments
95,You are so stupJd??,english,-1,-1,1,1.0,toxic_comments
96,You are so stupid,english,-1,-1,2,1.0,toxic_comments
97,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
98,Tmi ki ba bujho...,english,-1,-1,1,1.0,toxic_comments
99,You are so sZupid,bangla,-1,-1,1,1.0,toxic_comments
100,Tmi ki ba bujho 😤,english,-1,-1,1,1.0,toxic_comments
101,Tmi ki ba bujho?? 😂,banglish,-1,-1,1,1.0,toxic_comments
102,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
103,Eta pura nonsense 😡,english,-1,-1,1,1.0,toxic_comments
104,You are so stupid...,bangla,-1,-1,2,1.0,toxic_comments
105,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
106,Eta pura nonsense 😡,banglish,-1,-1,1,1.0,toxic_comments
107,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
108,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
109,You are so stupid 😤,banglish,-1,-1,2,1.0,toxic_comments
110,Eta pura nonsense 🤮,bangla,-1,-1,1,1.0,toxic_comments
111,Eta pura nonsense 😡,english,-1,-1,1,1.0,toxic_comments
112,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
113,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
114,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
115,You are so sJupid 😡,bangla,-1,-1,1,1.0,toxic_comments
116,Eta pura nonsense 😂,banglish,-1,-1,1,1.0,toxic_comments
117,You are soLstupid,english,-1,-1,2,1.0,toxic_comments
118,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
119,Tmi ki ba bujho 😂,banglish,-1,-1,1,1.0,toxic_comments
120,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
121,You are so stupid...,bangla,-1,-1,2,1.0,toxic_comments
122,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
123,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
124,Tmi ki ba bujho??,banglish,-1,-1,1,1.0,toxic_comments
125,Tmi ki oa bujho??,bangla,-1,-1,1,1.0,toxic_comments
126,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
127,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
128,You are so stupid,english,-1,-1,2,1.0,toxic_comments
129,Etx pura nonsense... 🤮,english,-1,-1,1,1.0,toxic_comments
130,Tbi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
131,Tmi pi ba bujho,english,-1,-1,1,1.0,toxic_comments
132,You arg so stupid!!!,english,-1,-1,2,1.0,toxic_comments
133,Tmi ki ba bujho 😡,banglish,-1,-1,1,1.0,toxic_comments
134,Eta puraBnonsense... 🤮,english,-1,-1,1,1.0,toxic_comments
135,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
136,Tmi ki ba bujwo!!!,bangla,-1,-1,1,1.0,toxic_comments
137,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
138,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
139,You are so stupid 😡,banglish,-1,-1,2,1.0,toxic_comments
140,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
141,You are so stupid...,banglish,-1,-1,2,1.0,toxic_comments
142,Tmi ki ba bujho!!! 🤮,banglish,-1,-1,1,1.0,toxic_comments
143,Tmi ki ba bujho... 🤮,bangla,-1,-1,1,1.0,toxic_comments
144,You are so stupid 😡,bangla,-1,-1,2,1.0,toxic_comments
145,Eta pura nonsense??,banglish,-1,-1,1,1.0,toxic_comments
146,Eta pura nonsense 😤,banglish,-1,-1,1,1.0,toxic_comments
147,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
148,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
149,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
150,You are so stupid,english,-1,-1,2,1.0,toxic_comments
151,You are so stupid,english,-1,-1,2,1.0,toxic_comments
152,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
153,You are so stupxd 🤮,banglish,-1,-1,1,1.0,toxic_comments
154,Eta pura nonsense... 🤮,banglish,-1,-1,1,1.0,toxic_comments
155,You areBso stupid?? 🤮,banglish,-1,-1,2,1.0,toxic_comments
156,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
157,Tmi ki ba bujho!!!,english,-1,-1,1,1.0,toxic_comments
158,EIa pura nonsense... 🤮,bangla,-1,-1,1,1.0,toxic_comments
159,Eta pura nonsensw??,bangla,-1,-1,1,1.0,toxic_comments
160,Tmi ki ba bujho... 😂,english,-1,-1,1,1.0,toxic_comments
161,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
162,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
163,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
164,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
165,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
166,Tmi ki ba aujho,bangla,-1,-1,1,1.0,toxic_comments
167,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
168,You are so stupid 😤,bangla,-1,-1,2,1.0,toxic_comments
169,Eta pQra nonsense 😂,bangla,-1,-1,1,1.0,toxic_comments
170,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
171,TXi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
172,You are sovstupid 😤,bangla,-1,-1,2,1.0,toxic_comments
173,Eta pura nonsense??,bangla,-1,-1,1,1.0,toxic_comments
174,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
175,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
176,Tmi ki ba bDjho 😡,english,-1,-1,1,1.0,toxic_comments
177,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
178,Tmi Xi ba bujho??,english,-1,-1,1,1.0,toxic_comments
179,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
180,You are so stupid,english,-1,-1,2,1.0,toxic_comments
181,Tmi ki ba bujho...,bangla,-1,-1,1,1.0,toxic_comments
182,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
183,Eta prra nonsense,banglish,-1,-1,1,1.0,toxic_comments
184,Eta pura nonsense 😡,english,-1,-1,1,1.0,toxic_comments
185,Tmi ki ba bujho 🤮,bangla,-1,-1,1,1.0,toxic_comments
186,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
187,Eta pura nonsense?? 😡,bangla,-1,-1,1,1.0,toxic_comments
188,Eta zura nonsense,bangla,-1,-1,1,1.0,toxic_comments
189,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
190,Eta pura nonsense?? 🤮,english,-1,-1,1,1.0,toxic_comments
191,Tmi ki ba bujho...,bangla,-1,-1,1,1.0,toxic_comments
192,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
193,You are so stupid 😂,bangla,-1,-1,2,1.0,toxic_comments
194,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
195,You are sf stupid!!!,english,-1,-1,2,1.0,toxic_comments
196,Tmi ku ba bujho 😤,banglish,-1,-1,1,1.0,toxic_comments
197,Eqa pura nonsense,english,-1,-1,1,1.0,toxic_comments
198,Eta pura nonsensF...,english,-1,-1,1,1.0,toxic_comments
199,You ahe so stupid,english,-1,-1,2,1.0,toxic_comments
200,Tmu ki ba bujho?? 😤,english,-1,-1,1,1.0,toxic_comments
201,You are so ptupid!!!,banglish,-1,-1,1,1.0,toxic_comments
202,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
203,Eta pura nonsense 😤,banglish,-1,-1,1,1.0,toxic_comments
204,Tmi ki ba bujho?? 🤮,english,-1,-1,1,1.0,toxic_comments
205,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
206,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
207,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
208,Tmi ki ba bujho??,english,-1,-1,1,1.0,toxic_comments
209,Tmi ki ba bujho??,banglish,-1,-1,1,1.0,toxic_comments
210,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
211,You are so stupid 🤮,bangla,-1,-1,2,1.0,toxic_comments
212,Eaa pura nonsense 😂,bangla,-1,-1,1,1.0,toxic_comments
213,Eta pura nonsense...,banglish,-1,-1,1,1.0,toxic_comments
214,Tmi ki ba bujho 😤,english,-1,-1,1,1.0,toxic_comments
215,Tmi ki ba bujho!!!,banglish,-1,-1,1,1.0,toxic_comments
216,Eta pura nonsense??,english,-1,-1,1,1.0,toxic_comments
217,You are so stupid 😂,banglish,-1,-1,2,1.0,toxic_comments
218,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
219,EtaKpura nonsense,bangla,-1,-1,1,1.0,toxic_comments
220,Tmi ki ba bujho??,bangla,-1,-1,1,1.0,toxic_comments
221,Eta ptra nonsense...,banglish,-1,-1,1,1.0,toxic_comments
222,Yos are so stupid,english,-1,-1,2,1.0,toxic_comments
223,Tmi ki bN bujho,english,-1,-1,1,1.0,toxic_comments
224,Eta pura nonsense??,banglish,-1,-1,1,1.0,toxic_comments
225,Eta Hura nonsense,banglish,-1,-1,1,1.0,toxic_comments
226,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
227,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
228,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
229,Tmi ki ba bujho 😂,banglish,-1,-1,1,1.0,toxic_comments
230,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
231,You are so stupid 😡,banglish,-1,-1,2,1.0,toxic_comments
232,You are Ko stupid!!!,banglish,-1,-1,2,1.0,toxic_comments
233,Eta pura nonsense...,english,-1,-1,1,1.0,toxic_comments
234,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
235,ETa pura nonsense 😤,english,-1,-1,1,1.0,toxic_comments
236,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
237,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
238,Eta pura nonsense??,banglish,-1,-1,1,1.0,toxic_comments
239,You are so stupid 😡,english,-1,-1,2,1.0,toxic_comments
240,Tmi ki ba bujho 😤,english,-1,-1,1,1.0,toxic_comments
241,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
242,Tmi ki ba btjho 😤,bangla,-1,-1,1,1.0,toxic_comments
243,Eta pura nonsense!!! 😡,banglish,-1,-1,1,1.0,toxic_comments
244,Eta pura nLnsense,banglish,-1,-1,1,1.0,toxic_comments
245,You are so stupid,english,-1,-1,2,1.0,toxic_comments
246,Eta pura nonsense 😤,banglish,-1,-1,1,1.0,toxic_comments
247,Eta pura nonsense... 😂,english,-1,-1,1,1.0,toxic_comments
248,You are so stupid!!! 😤,banglish,-1,-1,2,1.0,toxic_comments
249,Eta pura nonsense 😤,bangla,-1,-1,1,1.0,toxic_comments
250,Etatpura nonsense,english,-1,-1,1,1.0,toxic_comments
251,Eta pura nonsense!!!,bangla,-1,-1,1,1.0,toxic_comments
252,Eta pura nonsense?? 🤮,bangla,-1,-1,1,1.0,toxic_comments
253,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
254,Eta puragnonsense,banglish,-1,-1,1,1.0,toxic_comments
255,Eta pura nonsenpe,banglish,-1,-1,1,1.0,toxic_comments
256,Eta yura nonsense,english,-1,-1,1,1.0,toxic_comments
257,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
258,Tmi ki ba bujho...,english,-1,-1,1,1.0,toxic_comments
259,Eta pura nFnsense??,bangla,-1,-1,1,1.0,toxic_comments
260,Tmi ki ba bujho 🤮,banglish,-1,-1,1,1.0,toxic_comments
261,Tmi ki ba bujho!!! 🤮,banglish,-1,-1,1,1.0,toxic_comments
262,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
263,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
264,You are soJstupid...,english,-1,-1,2,1.0,toxic_comments
265,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
266,Tmi ki ba buPho,banglish,-1,-1,1,1.0,toxic_comments
267,Tmi ki ba bujho 🤮,english,-1,-1,1,1.0,toxic_comments
268,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
269,Eta pura nZnsense 😤,bangla,-1,-1,1,1.0,toxic_comments
270,Eta purm nonsense...,english,-1,-1,1,1.0,toxic_comments
271,You are so stupid...,english,-1,-1,2,1.0,toxic_comments
272,Eta pura nznsense...,banglish,-1,-1,1,1.0,toxic_comments
273,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
274,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
275,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
276,Eta pura nonseYse,english,-1,-1,1,1.0,toxic_comments
277,Eta pura nonsknse 🤮,bangla,-1,-1,1,1.0,toxic_comments
278,Tmi ki ba bujpo!!!,bangla,-1,-1,1,1.0,toxic_comments
279,You are so stupid,english,-1,-1,2,1.0,toxic_comments
280,Eta pura nonsense??,english,-1,-1,1,1.0,toxic_comments
281,Eta pura nonsense 😂,english,-1,-1,1,1.0,toxic_comments
282,Eta rura nonsense!!!,banglish,-1,-1,1,1.0,toxic_comments
283,Eta pura nonsense... 😂,english,-1,-1,1,1.0,toxic_comments
284,You are so stupid 😤,english,-1,-1,2,1.0,toxic_comments
285,Eta pura nonsense 😤,english,-1,-1,1,1.0,toxic_comments
286,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
287,Tmi ki ba bujho 🤮,banglish,-1,-1,1,1.0,toxic_comments
288,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
289,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
290,Eta pura nonsense...,english,-1,-1,1,1.0,toxic_comments
291,Eta pura nonsense!!!,banglish,-1,-1,1,1.0,toxic_comments
292,EAa pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
293,Tmi ki ba bujho!!!,bangla,-1,-1,1,1.0,toxic_comments
294,You are soUstupid,english,-1,-1,2,1.0,toxic_comments
295,Eta pura nonsense 🤮,english,-1,-1,1,1.0,toxic_comments
296,Eta pura nonrense 😡,bangla,-1,-1,1,1.0,toxic_comments
297,ELa pura nonsense...,english,-1,-1,1,1.0,toxic_comments
298,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
299,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
300,Tmi ki ba bujho!!!,english,-1,-1,1,1.0,toxic_comments
301,You are si stupid... 🤮,bangla,-1,-1,2,1.0,toxic_comments
302,Yor are so stupid,banglish,-1,-1,2,1.0,toxic_comments
303,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
304,Eta pura nonsense!!!,banglish,-1,-1,1,1.0,toxic_comments
305,You are so stGpid... 😂,bangla,-1,-1,1,1.0,toxic_comments
306,Eta pura nonsense 😤,banglish,-1,-1,1,1.0,toxic_comments
307,Eta pura nonsense 😤,english,-1,-1,1,1.0,toxic_comments
308,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
309,You are so stupio!!! 😡,bangla,-1,-1,1,1.0,toxic_comments
310,You are so ntupid!!!,english,-1,-1,1,1.0,toxic_comments
311,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
312,You are so stupid,english,-1,-1,2,1.0,toxic_comments
313,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
314,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
315,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
316,Tmi ki ba bujho 😤,bangla,-1,-1,1,1.0,toxic_comments
317,You are so stupOd!!!,bangla,-1,-1,1,1.0,toxic_comments
318,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
319,Eta pura nonsenJe!!!,english,-1,-1,1,1.0,toxic_comments
320,Tmi ki ba bujho 😡,bangla,-1,-1,1,1.0,toxic_comments
321,EYa pura nonsense,english,-1,-1,1,1.0,toxic_comments
322,Umi ki ba bujho??,english,-1,-1,1,1.0,toxic_comments
323,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
324,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
325,Eta pura nonsense,english,-1,-1,1,1.0,toxic_comments
326,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
327,Eta pura nonsense!!!,bangla,-1,-1,1,1.0,toxic_comments
328,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
329,Eta pura nonUense 😡,bangla,-1,-1,1,1.0,toxic_comments
330,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
331,Tmi ki ba bujho,bangla,-1,-1,1,1.0,toxic_comments
332,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
333,Ata pura nonsense,english,-1,-1,1,1.0,toxic_comments
334,Tmi ki ba bUjho?? 😤,bangla,-1,-1,1,1.0,toxic_comments
335,You are so stupid... 😡,bangla,-1,-1,2,1.0,toxic_comments
336,Etj pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
337,Eta pura nonsense 😤,bangla,-1,-1,1,1.0,toxic_comments
338,You are so stupid??,banglish,-1,-1,2,1.0,toxic_comments
339,Tmiqki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
340,Etb pura nonsense,english,-1,-1,1,1.0,toxic_comments
341,You are so stupid 😤,banglish,-1,-1,2,1.0,toxic_comments
342,Eta pura nonsense...,banglish,-1,-1,1,1.0,toxic_comments
343,Eta pura Uonsense 😡,banglish,-1,-1,1,1.0,toxic_comments
344,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
345,You are so stupid!!!,bangla,-1,-1,2,1.0,toxic_comments
346,Tmi ki ba bujho 😂,english,-1,-1,1,1.0,toxic_comments
347,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
348,You are so stupid,english,-1,-1,2,1.0,toxic_comments
349,Eta purM nonsense,banglish,-1,-1,1,1.0,toxic_comments
350,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
351,Eta pura Donsense,bangla,-1,-1,1,1.0,toxic_comments
352,Eta pura nonsense 🤮,bangla,-1,-1,1,1.0,toxic_comments
353,Tmi ki ba bujho!!!,english,-1,-1,1,1.0,toxic_comments
354,Tmi ki ba bujho 😤,banglish,-1,-1,1,1.0,toxic_comments
355,TmR ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
356,Tmi ki bj bujho!!!,english,-1,-1,1,1.0,toxic_comments
357,Tmi ki ba bujho... 🤮,english,-1,-1,1,1.0,toxic_comments
358,Eta pura nonsense 🤮,english,-1,-1,1,1.0,toxic_comments
359,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
360,Tmi ki ba bujho...,banglish,-1,-1,1,1.0,toxic_comments
361,Eta pura nonsense,banglish,-1,-1,1,1.0,toxic_comments
362,Tmi ki ba bujho 😂,banglish,-1,-1,1,1.0,toxic_comments
363,Lou are so stupid,bangla,-1,-1,2,1.0,toxic_comments
364,Eta pura nonsense!!!,english,-1,-1,1,1.0,toxic_comments
365,Tmi ki ba bujhN?? 😤,bangla,-1,-1,1,1.0,toxic_comments
366,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
367,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
368,Tmi ki ba bujho??,english,-1,-1,1,1.0,toxic_comments
369,You ale so stupid??,english,-1,-1,2,1.0,toxic_comments
370,Eta pura nonsense!!!,english,-1,-1,1,1.0,toxic_comments
371,You are so stupid,bangla,-1,-1,2,1.0,toxic_comments
372,Eta pura nonEense,banglish,-1,-1,1,1.0,toxic_comments
373,You are so stupid...,banglish,-1,-1,2,1.0,toxic_comments
374,You are so stupid 🤮,bangla,-1,-1,2,1.0,toxic_comments
375,You are so stupid?? 😡,bangla,-1,-1,2,1.0,toxic_comments
376,You are so stupid...,banglish,-1,-1,2,1.0,toxic_comments
377,You are so stupih!!! 😤,bangla,-1,-1,1,1.0,toxic_comments
378,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
379,You are so stupid,banglish,-1,-1,2,1.0,toxic_comments
380,Eta pura nonsensY... 😤,bangla,-1,-1,1,1.0,toxic_comments
381,You aZe so stupid!!!,banglish,-1,-1,2,1.0,toxic_comments
382,You are so stupid 😡,banglish,-1,-1,2,1.0,toxic_comments
383,Tmi ki ba bujho,banglish,-1,-1,1,1.0,toxic_comments
384,You are so stupid 😂,bangla,-1,-1,2,1.0,toxic_comments
385,You are so stupid!!!,english,-1,-1,2,1.0,toxic_comments
386,Eta pura nonsense,bangla,-1,-1,1,1.0,toxic_comments
387,Tmi ki ba bujho 😡,bangla,-1,-1,1,1.0,toxic_comments
388,Tmi ki ba bujho,english,-1,-1,1,1.0,toxic_comments
