id,text,language,hate_type,target_group,severity,confidence,source_dataset
11,বিশ্বকাপের পর থেকে যতগুলো সংবাদ প্রচার করছে আমাদের দেশের মিডিয়ার কুত্তাগুলো একটাও সত্য হইছে না সবগুলো মিথ্যা আমাদের কুত্তাগুলোর কি অবস্থা হইত যদি ফুটবল খেলা না থাকতো কদিন আগে প্রচার করল বিশ্বকাপ ফাইনাল আবার হবে কি সব গাজাখুড়ি সংবাদ,bangla,-1,2,1,1.0,blp25_subtask_1b
12,এই দুষ্ট সাংবাদিক র এর এজেন্ট মনে হয় এমন একটা হেড লাইন দিলো রমরমা যাতে ভারতের মাথা খারাপ হয় আরে বেটা এভবে বললে কি হত বাংলাদেশি পন্যের কদর বাড়ছে তাহলে কত সুন্দর হত হেড লাইনটা,bangla,-1,1,1,1.0,blp25_subtask_1b
13,শুরু হয়ে গেছে সরকারি টাকায় সফর,bangla,-1,-1,1,1.0,blp25_subtask_1b
14,ডিসেম্বর ভিলেজ পাক অনুষ্ঠান এর লাইভ টা চাই,bangla,-1,-1,1,1.0,blp25_subtask_1b
15,এই চ্যানেল কে সবাই করুন,bangla,-1,-1,1,1.0,blp25_subtask_1b
16,জাতীয় পার্টি মানেই বাটপার চাটুকার মোনাফেক এবং পল্টিবাজ,bangla,-1,2,1,1.0,blp25_subtask_1b
17,আল্লাহ তাকে নেক হায়াত দান করুন আয় আল্লাহ তাকে হিফাজত করুনঃ সাহায্য করুন আমিন,bangla,-1,-1,1,1.0,blp25_subtask_1b
18,তুমি তাহলে গোড়া ধন নিয়ে সভাপতি হয়ে আছ কেন,bangla,-1,1,1,1.0,blp25_subtask_1b
19,ক্ষমতা গেলে কত্তাও মুতবে না,bangla,-1,2,1,1.0,blp25_subtask_1b
20,বিডিওর মাঝখানে নগদের এড গুলা খুব বিরক্তিকর সময় টিভির কাছে এগুলা আসা করি নাই কখনো,bangla,-1,-1,1,1.0,blp25_subtask_1b
21,আল্লাহ্ পাক ষড়যন্ত্রের এবং ষড়যন্ত্র কারিদের পক্ষে থাকেন না ৷ আল্লাহ্ পাকের ওপর পুর্ণ ভরসা আস্থা বিশ্বাস রেখে ভালো কোনো কাজ কেউ করতে চায় তখন শত বাধা শত ষড়যন্ত্র এবং শত ষড়যন্ত্রকারি এক হয়েও তা রুখতে পারেনা ৷ তার প্রমাণ এই পদ্মা সেতু ৷,bangla,-1,-1,1,1.0,blp25_subtask_1b
22,যে টাকা দিছে তাকে গ্রেফতার করুন,bangla,-1,1,1,1.0,blp25_subtask_1b
23,আওয়ামী লীগের সন্ত্রাসী কবে দরবেন এই সাহস আপনাদের নাই,bangla,-1,2,1,1.0,blp25_subtask_1b
24,কাউয়া কাউয়া কাউ য়া,bangla,-1,-1,1,1.0,blp25_subtask_1b
25,বরিশাল ও খুলনা সিটির নির্বাচন সবাই দেখেছেএখন দেখবে রাজশাহী ও সিলেট সিটি নির্বাচন কেমন হবেদেশ দেখবেজাতীয় নির্বাচন কেমন হবে চিন্তা করুন,bangla,-1,-1,1,1.0,blp25_subtask_1b
26,যেই দেশ সামরিক সরঞ্জাম উৎপাদনে দ্বিতীয় নম্বর অবস্থানে সেই দেশ কিভাবে ইউক্রেনের মত একটা দেশের কাছে পরাজয় বরণ করবে এটা ভাবাটা একটা বোকামি ছাড়া আর কিছুই না,bangla,-1,-1,1,1.0,blp25_subtask_1b
27,সব আল্লাহর হুকুম,bangla,-1,-1,1,1.0,blp25_subtask_1b
28,এই তিনটা শালাকে সহ পাপন এদেরকে জুতাপিটা করে পদত্যাগ করানো সময়ের দাবি,bangla,-1,1,1,1.0,blp25_subtask_1b
29,সাকিব মারাত্মক লেভেলের বেয়াদব এবং লোভি,bangla,-1,1,1,1.0,blp25_subtask_1b
30,তোদের সব গুলা জারব সন্তান,bangla,-1,-1,1,1.0,blp25_subtask_1b
31,বিয়ের আগে সন্তান,bangla,-1,-1,1,1.0,blp25_subtask_1b
32,শাবাশ বাংলাদেশ আরো অনেক,bangla,-1,-1,1,1.0,blp25_subtask_1b
33,এর একটাই কারণ ফেনীর বাবা মায়েরা সন্তানদের কথা শুনতে চায় না চাকরের মতো অর্ডার দিয়ে রাখে বুঝতে চায় না,bangla,-1,-1,1,1.0,blp25_subtask_1b
34,শিং মাছে রং মেশানো অপরাধীদের দ্রুত গ্রেফতার করে শাস্তির ব্যবস্থা করা হোক,bangla,-1,-1,1,1.0,blp25_subtask_1b
35,খানকি মাগির মুখে মনে হয় ধন ছোয়া দেই,bangla,-1,1,1,1.0,blp25_subtask_1b
36,বেশ কিছু দিন আগে ভুয়া ডাক্তার এই হাসপাতাল থেকে বেরিয়ে আসে এবং সে নাকি ছিলো হাইস্কুলের শিক্ষক এসব কি শুরু করেছে চিকিৎসা দেওয়ার নামে একটা নামি হাসপাতালের এই অবস্থা হলেমানুষ কোথায় চিকিৎসার নিবে চিকিৎসার ব্যাপারে সরকারের আরও কঠিন দৃষ্টি আকর্ষণ করছি তা নাহলে অকালে ঝরে যাবে অনেক জীবন,bangla,-1,1,1,1.0,blp25_subtask_1b
37,তুই ভোট চোর,bangla,-1,1,1,1.0,blp25_subtask_1b
38,বাংলা দেশের সরকারের কাছে এই আপদারকরে লাবনাই জাকরার প্রবাসীরাইকরবে হাজারহাজার বাংলা দেশি মরাদেহ পরেআছে মালইসিয়ায়,bangla,-1,-1,1,1.0,blp25_subtask_1b
39,নির্বাচন নির্বাচন একটা ভাব আনতেছে সময় টিভি কিন্তু আসলে ঘটনা শুন্য,bangla,-1,2,1,1.0,blp25_subtask_1b
40,জয় বাংলা জয় বঙ্গবন্ধু বিএনপির চামচাদের জলবে,bangla,-1,3,1,1.0,blp25_subtask_1b
41,বিএনপির আলটিমেটাম কেউ চোদেও না,bangla,-1,2,1,1.0,blp25_subtask_1b
42,বাবু স্বরাষ্ট্র মন্ত্রি তুমি মায়ের কান্নাকাটি নিয়েও কিছুই জানো না মিথ্যা বাদি,bangla,-1,1,1,1.0,blp25_subtask_1b
43,বুয়েটে তো নটরডেমই সেরা নটরডেম তো নটরডেম,bangla,-1,-1,1,1.0,blp25_subtask_1b
44,কী বলাবো ভাষা নাই খুনি জিয়ার শিষ্য এদেশের কুলাঙ্গার খুনি মির্জাফোর সন্ত্রাসী এদের কে ধরে ধরে ক্রস ফায়ার দেয়া হোক ক্রস ফায়ার দেয়া হবে ইনশাআল্লাহ,bangla,-1,3,1,1.0,blp25_subtask_1b
45,সংসার শুধু মেয়েদের উশৃংখলের কারণে,bangla,-1,3,1,1.0,blp25_subtask_1b
46,এরা শিক্ষক নামের কসাই,bangla,-1,-1,1,1.0,blp25_subtask_1b
47,জেলেনস্কির চাল এটা,bangla,-1,-1,1,1.0,blp25_subtask_1b
48,কাকু তুমি রাজ পথে কথা বলো বিএনপি দেখতে চাই তোমার কত দম,bangla,-1,-1,1,1.0,blp25_subtask_1b
49,এটা কোন নাটকের অংশ,bangla,-1,-1,1,1.0,blp25_subtask_1b
50,বাপ্পি একজন ভালো মানুষ যার যার ধর্ম সে পালন করবে কোনো সাংবাদিক মিথ্যা খবর প্রচার করবেন না,bangla,-1,-1,1,1.0,blp25_subtask_1b
51,মাশাআল্লাহ আলহামদুলিল্লাহ আল্লাহ কবুল করুন আমিন,bangla,-1,-1,1,1.0,blp25_subtask_1b
52,আর কত বছর বাচঁবে বাবাএতে শোক প্রকাশ করার কিছুই দেখিনা,bangla,-1,-1,1,1.0,blp25_subtask_1b
53,সপ্তম শ্রেণির শারীরিক শিক্ষা বইতেই উল্লেখ ছিল টাইম আউটের কথা অশিক্ষিত গুলা এখন আবেগ দেখাচ্ছে,bangla,-1,-1,1,1.0,blp25_subtask_1b
54,অসাধারণ ছবি হবে,bangla,-1,-1,1,1.0,blp25_subtask_1b
55,আমার আকুল আবেদন সন্তানহীন কোন ধনী দম্পতি এই শিশুটিকে নিয়ে নিকআর তাকে ভালোভাবে মানুষ করুকনিজের সন্তান হিসেবে,bangla,-1,-1,1,1.0,blp25_subtask_1b
56,এর জন্য দাই আরব জোট,bangla,-1,-1,1,1.0,blp25_subtask_1b
57,বাংলাদেশের জনগণের জন্য শেখ হাছিনা অভিসাপ,bangla,-1,1,1,1.0,blp25_subtask_1b
58,যারা এখন ও আশ্রয় কেন্দ্রে যায়না তাদের কোনো প্রকার সাহায্য না করে সরকার,bangla,-1,3,1,1.0,blp25_subtask_1b
59,বান্দির পোলারা একটা প্লেয়ারকে নিয়া এই রকম মন্তব্য কেমনে করছদল থেকে বের কইরা দিল এইটা কোন ধরনের কথা আবার ধোনি টেনে নিল গাঞ্জা খাইয়া সাংবাদিকতা করতে আইছস,bangla,-1,1,1,1.0,blp25_subtask_1b
60,আল্লাহ হেদায়েত করুন সবাইকে,bangla,-1,-1,1,1.0,blp25_subtask_1b
61,সম্পূর্ণ রাজশাহীর ই চিকিৎসা ব্যবস্থা খারাপ,bangla,-1,-1,1,1.0,blp25_subtask_1b
62,তারা হলো কাফেরতাদের জন্য জাহান্নাম নিদারুণ করছেন আললাহ,bangla,-1,3,1,1.0,blp25_subtask_1b
63,হে ইসলাম জিন্দাবাদ,bangla,-1,-1,1,1.0,blp25_subtask_1b
64,ব্যাতিক্রম কোথায় দেখলেন দেশে অন্যায়ের প্রতিবাদে মাথা উঁচু করে কথা বলতে পারেননি অন্যায়ের প্রতিবাদে চাকরি ছেড়ে চলে যাননি শেখ মুজিবুর রহমানের আমলের চাটার দলের মত শেষ চাটাটা দিয়ে আসলেন সিঙ্গাপুর ভ্রমণ করে একটা কথা বলা যেতে পারে যে তিনি বাংলাদেশের সবচেয়ে ভালো কমেডিয়ান প্রেসিডেন্ট ছিলেন,bangla,-1,-1,1,1.0,blp25_subtask_1b
65,এক জোকারের কারনে আজ এই অবস্থা,bangla,-1,1,1,1.0,blp25_subtask_1b
66,ইস খুব ইচ্ছে করছে,bangla,-1,-1,1,1.0,blp25_subtask_1b
67,এখন পাবলিকেরে ছক্কা মারবো সাকিব এত দিন খেলোয়াড় হিয়ে কাওরে পাত্তা দতো না আর এখন তো গোয়ার তলে সংসদের চেয়ার আইছে,bangla,-1,1,1,1.0,blp25_subtask_1b
68,ভোট দিতে দিন আগে পরে দেখা যাবে কাকে ভোট দেই ভোটইতো দিতে পারি না,bangla,-1,-1,1,1.0,blp25_subtask_1b
69,রকমারি আর নগদ এই যন্ত্রণায় কোন কনটেন্ট আর ভালো লাগে না,bangla,-1,2,1,1.0,blp25_subtask_1b
70,বিচারবিভাগ মেরুদন্ডহীন আওমী দাস,bangla,-1,2,1,1.0,blp25_subtask_1b
71,আরে ভাই মন কত,bangla,-1,-1,1,1.0,blp25_subtask_1b
72,এদের ৩ টা বিশ্বকাই কলঙ্কিত,bangla,-1,-1,1,1.0,blp25_subtask_1b
73,বাংলাদেশ ক্রিকেট লিগ,bangla,-1,2,1,1.0,blp25_subtask_1b
74,এরা আবার বাংলাদেশের বিরুদ্ধে মানবতা ইস্যু নিয়ে কথা বল তাদের নিজেদের দেশের সন্ত্রাসী কার্যক্রম থামাতে পারেনা,bangla,-1,3,1,1.0,blp25_subtask_1b
75,আমরা এক দুর্বল লাইটার এর সাক্ষী হলাম,bangla,-1,-1,1,1.0,blp25_subtask_1b
76,এবার পাবলিকের বোক লাগলেই টার্রেনেলের নিচে গিয়ে বসে থাকো,bangla,-1,-1,1,1.0,blp25_subtask_1b
77,আগুন দিছে আওয়ামীলীগ সবাই দেখছে,bangla,-1,2,1,1.0,blp25_subtask_1b
78,দুইটাই ফুটফুটে সুন্দর কুত্তার বাচ্চা,bangla,-1,1,1,1.0,blp25_subtask_1b
79,রাশিয়ারা শান্তি নষ্ট করতে চায় আর ইউক্রেনের মিত্র পশ্চিমারা ঘরে ঘরে শান্তির বার্তা পৌঁছে দিচ্ছে তাইনা পৃথিবীতে যত সমস্যা সৃষ্টি হচ্ছে সব পশ্চিমারা তৈরি করছে ওরাই সব নষ্টের মূল পুতিন কাকুর উচিত এন্টি ন্যাটো বাহিনী তৈরি করা,bangla,-1,1,1,1.0,blp25_subtask_1b
80,বাংলাদেশে দাম বাড়বে এটাই স্বাভাবিক,bangla,-1,-1,1,1.0,blp25_subtask_1b
81,পোস্টারে তো শেখ হাসিনার ছবি ছিলো এবং ব্যানারে শেখ হাসিনার ছবি ছিল তাহলে এসব পুড়ানোর দায়ে তাদের নামে মামলা হচ্ছেনা কেনো কারণ অন্য কোন দলের কেউ করলেতো সাথে সাথে বিভিন্ন জেলায় মামলা হয়ে যেতো,bangla,-1,-1,1,1.0,blp25_subtask_1b
82,বর্তমানে দুবাইতে নতুন লোক না আসার জন্য বিনীতভাবে অনুরোধ জানাচ্ছি আসলে বিপদে পড়ার সম্ভাবনা খুবই বেশি,bangla,-1,-1,1,1.0,blp25_subtask_1b
83,সময় চ্যানেলটা একটা বাজে চ্যানেল যতো প্রকার আজে বাজে নিউজ প্রচার করে,bangla,-1,2,1,1.0,blp25_subtask_1b
84,এবার যদি আবার কোয়ারান্টাইন দেয় দেশের মানুষ কাজের খাবারের অভাবে এমনিতেই মারা যাবে,bangla,-1,-1,1,1.0,blp25_subtask_1b
85,২ দিনের দুনিয়াতে কারেন্ট যায় ১০ বার,bangla,-1,-1,1,1.0,blp25_subtask_1b
86,প্রশাসন আইন শৃঙ্খলা বাহিনী বা অন্যান্য সংস্থাকে আন্দোলনে সম্পৃক্ত করতে হবে এছাড়া আন্দোলন সফল হবে না,bangla,-1,-1,1,1.0,blp25_subtask_1b
87,এদেশের মানুষ ইউনিয়ন পরিষদের চেয়ারম্যান ও মেম্বার কে ভোট দিতে পারে নাইএটা আমরা কোন দেশে বাস করছি,bangla,-1,-1,1,1.0,blp25_subtask_1b
88,মানসিক শান্তি হল নামাজ,bangla,-1,-1,1,1.0,blp25_subtask_1b
89,অভিশপ্ত ইহুদী জাতি তোমাদের তো এই দুনিয়ায় নিজের কোনো বসত বাড়ি নাই হুদায় কুত্তার মত ঘেও ঘেও করিস না,bangla,-1,3,1,1.0,blp25_subtask_1b
90,আমার মতে চীন রাশিয়া ইরান ও উত্তর কোরিয়ার উচিত হবে চার দিক থেকে আমেরিকাকে উস্কানি দেওয়া তাহলে আমেরিকা একটু হলেও পাগল হবে,bangla,-1,-1,1,1.0,blp25_subtask_1b
91,ইনকাম করার জন্য এর চেয়ে সহজ পথ নেই,bangla,-1,-1,1,1.0,blp25_subtask_1b
92,ফাসি দেওয়া হোক,bangla,-1,-1,1,1.0,blp25_subtask_1b
93,কোথায় সিন্টিকেন্ট নাই,bangla,-1,-1,1,1.0,blp25_subtask_1b
94,মানতেসিনা পাকিস্তান সবদিক থেকে খুব শক্তিশালী একটা দেশ,bangla,-1,-1,1,1.0,blp25_subtask_1b
95,আল্লাহ পাক আপনাকে সুস্থ রাখুন ভালো রাখুক হেদায়েতের সাথে রাখেন সুস্থ রাখুন মনের আশা পুরন করবেন নেক হায়াত দান করে আমিন,bangla,-1,-1,1,1.0,blp25_subtask_1b
96,নামে জাতিসংঘ কামে নয়,bangla,-1,2,1,1.0,blp25_subtask_1b
97,বিচার পতি ও আওয়ামী লীগ করে তাইলে বিচার কই পাবেন,bangla,-1,2,1,1.0,blp25_subtask_1b
98,সময় টিভি যে সুরঙ্গের দালাল এবার স্পষ্ট বুঝিয়ে দিলো সুরঙ্গের প্রচার করতে নিজের এলাকায় ঐ এলাকায় সিনেমা হল আছে কি না,bangla,-1,2,1,1.0,blp25_subtask_1b
99,ধন্যবাদ ওয়াগনার গ্রুপকেরাশিয়ার জন্য বিশ্বের আজ এ অবস্থা,bangla,-1,-1,1,1.0,blp25_subtask_1b
100,গরিব ধ্বংসের নেত্রী হলো শেখ হাসিনা আর সেই শেখ হাসিনার চামচামি করে সময় চ্যানেল হাসিনার হয়ে গরীবদেরকে ভিক্ষার থালা হাতে ধরায় দেয় সময় চ্যানেল,bangla,-1,1,1,1.0,blp25_subtask_1b
101,নির্বাচন সামনে রেখে এসব সাজানো নাটক মানুষ সবই বুঝে,bangla,-1,2,1,1.0,blp25_subtask_1b
102,যুদ্ধ ই জীবন,bangla,-1,-1,1,1.0,blp25_subtask_1b
103,বুঝলাম পুরো আওয়ামী লীগটাই চোর বাটপার,bangla,-1,2,1,1.0,blp25_subtask_1b
104,এই সব নায়কের ছবি আমি ফ্রিতেও দেখিনা,bangla,-1,-1,1,1.0,blp25_subtask_1b
105,বাংলাদেশ হাইকমিশনার মাদারচোদের বাচ্চা তারা সারাদিন চেয়ারে বসে থাকে ভিসার ব্যবসা করে চোরের সিন্ডিকেট ডিজিটাল উন্নয়নের মায়ের ডডড,bangla,-1,2,1,1.0,blp25_subtask_1b
106,সব চোরের জন্ম বাংলাদেশে,bangla,-1,-1,1,1.0,blp25_subtask_1b
107,বাংলাদেশ মানুষ গুলো কি সাধু,bangla,-1,-1,1,1.0,blp25_subtask_1b
108,পশ্চিমা দালালরা ইমরান খান এর পিছু নিয়েছে আমেরিকার পাকিস্তানী দালাল চেনা যাবে এখন,bangla,-1,-1,1,1.0,blp25_subtask_1b
109,ওরা সব জংগী,bangla,-1,-1,1,1.0,blp25_subtask_1b
110,ইরান কি করছে ইরান পরমাণু বোমা বানায় না কেন,bangla,-1,-1,1,1.0,blp25_subtask_1b
111,ছবি ভালো না তাই সে সত্যি কথা বলছে অনন্ত বষা মানেই তো কমিডি,bangla,-1,-1,1,1.0,blp25_subtask_1b
112,লোভী নারী এমন,bangla,-1,3,1,1.0,blp25_subtask_1b
113,ওনার মতো মানুষের জন্য যে ব্যক্তি এগিয়ে এসেছেন উনাকে ধন্যবাদ,bangla,-1,-1,1,1.0,blp25_subtask_1b
114,বিদেশীরা বিএনপি কে সন্ত্রাসী দল মনে করে আর আওয়ামী লীগ ক্ষমতায় থাকাবস্থায় স্যাংশন খায়হাস্যকর বক্তব্য,bangla,-1,-1,1,1.0,blp25_subtask_1b
115,ভালো সিদ্ধান্ত একটা দেশের জন্য সারা বিশ্বের বাকি দেশ গুলোর সাথে সমস্যা জড়ানোর দরকার নাই,bangla,-1,-1,1,1.0,blp25_subtask_1b
116,এদের উপর এই ধরনের গজব পড়া দরকার,bangla,-1,3,1,1.0,blp25_subtask_1b
117,বড়ো মামু রা টাকা ছাড়া কিছুই বোঝে না ভয় হয় বিদেশিদের আগ্র ধরে রাখা,bangla,-1,-1,1,1.0,blp25_subtask_1b
118,বাংলাদেশ থেকে বস্তি ও রাস্তাঘাটে ডান্ডিখোর হিরনচি উঠিয়ে না দেওয়া পর্যন্ত ঢাকা শহর থেকে খুন ছিনতাই ডাকাতি নির্মল করা যাবে না পুলিশ প্রশাসন ইচ্ছা করলেই পারে কিন্তু করে না ছিনতাই কারির হাতে পুলিশ খুন হয় আমরা কোন দেশে বাস করি আমাদের দেশের মানুষের কষ্ট কেউ বুঝে না দোয়া করি মহান আল্লাহ পাক যেন আমাদের সবাইকে হেফাজত করেন আমিন,bangla,-1,-1,1,1.0,blp25_subtask_1b
119,পাকিস্তানের জনগন রাস্তায় নেমে আসুন এবং রাস্তায় অবস্থান করবেন যতদিন পর্যন্ত এমরান খাঁনকে ছেড়ে না দেয়,bangla,-1,1,1,1.0,blp25_subtask_1b
120,মিয়ানমার থেকে বাংলাদেশ কেন গ্যাস আনতে পারছেনা,bangla,-1,-1,1,1.0,blp25_subtask_1b
121,সাবাস বাংলাদেশ সাবাস বাংলাদেশের জন্য অনেক অনেক শুভকামনা এভাবে একদিন টিকেটের মতো ফুটবলেও বিশ্বকাপে খেলবে আমাদের বাংলাদেশী ফুটবলার,bangla,-1,-1,1,1.0,blp25_subtask_1b
122,আমি শ্রীমঙ্গলের মানুষ বিদেশে থাকিযদি দেশে থাকতাম তাহলে ভোটের জন্য কাজ করতাম সুমন ভাইয়ের জন্য,bangla,-1,-1,1,1.0,blp25_subtask_1b
123,প্রথম কমেন্ট লাইক পাব আশা করি,bangla,-1,-1,1,1.0,blp25_subtask_1b
124,মিথ্যা তোরা সময় চ্যানেল মিথ্যা ছড়াস,bangla,-1,2,1,1.0,blp25_subtask_1b
125,সৌদি কাতার খোরমা খেজুর আর তরবারি নাচ ছাড়া কিছুই করতে পারবে না,bangla,-1,-1,1,1.0,blp25_subtask_1b
126,আপা ঠিক বলছে আপনাকে ধন্যবাদ জানাই,bangla,-1,-1,1,1.0,blp25_subtask_1b
127,ভোট চোর হাসিনা সৈরাচারী হাসিনা ও অবৈধ সরকার বাংলাদেশের জনগণ আর দেখতে চায়না হাসিনার পদত্যাগ চাই,bangla,-1,1,1,1.0,blp25_subtask_1b
128,আসলে ভারতের কোন লজ্জা নেই নির্লজ্জ জাত,bangla,-1,-1,1,1.0,blp25_subtask_1b
129,আসসালামু অলাইকুম খুলনায় এয়ারপোর্ট খুব প্রয়োজন যারা একমত লাইক করুন পদ্মা সেতু হলেও অসুস্থ পেশেন্টকে ঢাকায় নিতে অনেকটা সময় লেগে যায়,bangla,-1,-1,1,1.0,blp25_subtask_1b
130,খাবার খাওয়াদাওয়া শিখলো না বাম হাতে খায়,bangla,-1,-1,1,1.0,blp25_subtask_1b
131,ইতালির লোক ভাত পায়না আবার জন্ম হার বাড়াবে,bangla,-1,-1,1,1.0,blp25_subtask_1b
132,আবার পাগলদের পাগলামি শুরু,bangla,-1,-1,1,1.0,blp25_subtask_1b
133,আমেরিকা চালায় ইহুদিরা তাই এদের পতন অনিবার্য,bangla,-1,3,1,1.0,blp25_subtask_1b
134,আমাদের আসামের আর মেঘালয় ও আছে,bangla,-1,-1,1,1.0,blp25_subtask_1b
135,২২ লাখ কোটি টাকা খরচ করলো সব অপচয় আর পাপ কাছে হিসাব দিতে হবে কাতারে বাদশাকে ঐ দিকে বিশ্বে কত মুসলমান দেশে অনাহারে মানুষ মারা যাচ্ছে,bangla,-1,-1,1,1.0,blp25_subtask_1b
136,ঝন্টু সাহেব এবার একটা সিনেমা বানান মা কেন আসামি,bangla,-1,-1,1,1.0,blp25_subtask_1b
137,পিতা মাতাকে কষ্ট দিও না ভাই,bangla,-1,-1,1,1.0,blp25_subtask_1b
138,টিপা মাছ স্পিকার চেঞ্জ হয় না কেনো,bangla,-1,-1,1,1.0,blp25_subtask_1b
139,অপপ্রচার চালানো চেনেল সময়,bangla,-1,2,1,1.0,blp25_subtask_1b
140,রিপোর্টার তোমার রক্ত পরিক্ষা করা দরকারডি এন এ করলে হইতো তোমার আসল পরিচয় পাওয়া যাবেতোমার বিবেকে কি পায়খানা রয়েছেকিভাবে চাটতে হই তেল লাগাইতে হয় কোথায় লাগাইতে হই সবি জানো,bangla,-1,1,1,1.0,blp25_subtask_1b
141,আল্লাহ হেফাজত করুক কোন কিছু হলে তখন তো নিজেদের মধ্যে খারাপ লাগবো,bangla,-1,-1,1,1.0,blp25_subtask_1b
142,দোয়া রইল ফি আমানিল্লাহ্ ইমরান খান,bangla,-1,-1,1,1.0,blp25_subtask_1b
143,ভোট দিলেও আওয়ামীলিগ পাস ভোট না দিলেও আওয়ামীলিগ পাস,bangla,-1,2,1,1.0,blp25_subtask_1b
144,আগামী নির্বাচন অংশগ্রহণ দেশটা কি মগের মুল্লুক পেয়েছিস রে শালা,bangla,-1,1,1,1.0,blp25_subtask_1b
145,উনি যেন সঠিক বিচার পায় আল্লাহর কাছে সেই দোয়া করি,bangla,-1,-1,1,1.0,blp25_subtask_1b
146,নিজের দেশের মানুষ না খেয়ে মরছে আর মায়ানমার খাদ্য পাঠায় হায়রে সরকার,bangla,-1,2,1,1.0,blp25_subtask_1b
147,আমার হৃদয় ছুয়ে নিয়েছে এতো কান্না পেয়েছে কি বলবো,bangla,-1,-1,1,1.0,blp25_subtask_1b
148,তাহলে আমাদের পুলিশ কি ব্যরথ,bangla,-1,-1,1,1.0,blp25_subtask_1b
149,ওনার কথায় বুঝা যায় ওনি একজন ভালো মানুষ,bangla,-1,-1,1,1.0,blp25_subtask_1b
150,মুজিব আপেল কমলা খেয়েছে যুদ্ধের নয় মাস আর ফিরে এসে হয়ে গেলেন নেতা কি হাস্যকর তাই না,bangla,-1,1,1,1.0,blp25_subtask_1b
151,মানুষ কে দেউলিয়া বানোনোর দিন শেষ নিধলীও সরকার আছবে বৈ বাংলা দেশে,bangla,-1,-1,1,1.0,blp25_subtask_1b
152,বিএনপির মিজা ফকরুল ভাই সততি কথা বলছেন আমুলিগ হাচিনা জনগনের টাকা ভোট চুর হাচিনা,bangla,-1,1,1,1.0,blp25_subtask_1b
153,দালাল মিডিয়া সময় সংবাদ,bangla,-1,2,1,1.0,blp25_subtask_1b
154,হুম চুরদের উন্নয়ন হয়েছেবুঝতে হবে,bangla,-1,3,1,1.0,blp25_subtask_1b
155,ভাই পোলায় টিক টক এর জন্য মরে নাই পোলায় আমগো এলাকায় থাকে ভাই বুঝছেন যার আমারছে অরা অনেক খারাপ পোলায় এক সময় ওগো লোগে চলতো,bangla,-1,-1,1,1.0,blp25_subtask_1b
156,এই পুলিশের মেয়ে কে গন চোদা চুদে দাও,bangla,-1,1,1,1.0,blp25_subtask_1b
157,চলচ্চিত্রের মধ্যে সব পাগল আর ছাগলের খেলা,bangla,-1,3,1,1.0,blp25_subtask_1b
158,এটা অনেক আগের ঘটনা প্রায় ১ বছর আগের আপনারা এতদিন কী ঘুমিয়েছিলেন,bangla,-1,-1,1,1.0,blp25_subtask_1b
159,আল্লাহ তায়ালা সকল মাজলুম মুসলিমদেরকে আপনি হেফাজত করেন,bangla,-1,-1,1,1.0,blp25_subtask_1b
160,অখণ্ড ভারত গড়ার সপ্ন মুদির গোয়া দিয়ে দেওয়া হবে সময় হোক গাজোয়াতুল হিন্দ এর সময় হোক,bangla,-1,1,1,1.0,blp25_subtask_1b
